SI max,Arrival Rate,Total Response Time Mean,Total Response Time CI95
140,1.0,0.2210203114550763,0.0054451210844072
140,2.0,0.3103232342659092,0.0072773153855567
140,3.0,0.4591568553400109,0.0122502167109221
140,4.0,0.7566073792783071,0.0302594160989844
140,5.0,1.4920865950384428,0.103373949071582
140,6.0,4.734350101543362,0.514310738529115
140,7.0,13.629130691472056,0.4184976736646364
140,8.0,15.284395521003225,0.1161944172609709
140,9.0,14.62539819560778,0.0658999396436802
140,10.0,13.703964448592933,0.0610763329473932
140,11.0,13.082196812951246,0.0575247955209752
140,12.0,13.429351990181225,0.2304952788140895
150,1.0,0.2210203114550764,0.0054451210844072
150,2.0,0.3103232342659093,0.0072773153855567
150,3.0,0.4591568553400109,0.0122502167109221
150,4.0,0.7566073792783071,0.0302594160989844
150,5.0,1.4920865950384434,0.103373949071582
150,6.0,4.799353414206844,0.5405148313144408
150,7.0,14.308399200659924,0.4809141665757637
150,8.0,16.376002934029035,0.1312416027620851
150,9.0,15.674463041596322,0.0677483625426592
150,10.0,14.6833582948309,0.0639803918321368
150,11.0,13.984225613616111,0.0617896051255186
150,12.0,14.221247173673214,0.2301225191181777
160,1.0,0.2210203114550763,0.0054451210844072
160,2.0,0.3103232342659091,0.0072773153855567
160,3.0,0.4591568553400106,0.0122502167109221
160,4.0,0.7566073792783072,0.0302594160989844
160,5.0,1.4920865950384434,0.103373949071582
160,6.0,4.83197772319858,0.5569309088923043
160,7.0,15.013417366216594,0.529820900412242
160,8.0,17.41402523617378,0.1627428972402153
160,9.0,16.739530378129874,0.078575764013664
160,10.0,15.666603006499464,0.0696794414342413
160,11.0,14.900140602143216,0.074128123494611
160,12.0,15.0171668187008,0.2250207780269988
